customer_id,last_purchase_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,customer_segment
90199,2024-03-22,3,210.19,189,3,3,2,332,Loyal Customers
90200,2024-09-15,4,466.85,12,4,4,4,444,Champions
90201,2022-11-24,1,5.59,673,1,1,1,111,Low Engagement
90202,2024-08-01,4,578.52,57,4,4,4,444,Champions
90203,2022-01-08,1,60.86,993,1,1,1,111,Low Engagement
90204,2023-01-01,2,340.52,635,1,2,3,123,High Value At Risk
90205,2023-07-07,2,291.91,448,2,2,3,223,High Value At Risk
90206,2022-04-20,1,92.99,891,1,1,1,111,Low Engagement
90207,2022-11-16,1,288.62,681,1,1,3,113,High Value At Risk
90208,2023-12-11,2,167.34,291,2,2,2,222,Low Engagement
90209,2024-02-02,3,267.34999999999997,238,3,3,3,333,Champions
90210,2023-06-03,1,114.75,482,1,1,1,111,Low Engagement
90211,2022-04-15,1,54.98,896,1,1,1,111,Low Engagement
90212,2024-08-02,3,505.15999999999997,56,4,3,4,434,Champions
90213,2023-12-05,3,578.08,297,2,3,4,234,At Risk
90214,2024-03-27,2,46.519999999999996,184,3,2,1,321,Loyal Customers
90215,2023-10-22,3,289.22,341,2,3,3,233,At Risk
90216,2024-05-05,5,649.1800000000001,145,3,4,4,344,Champions
90217,2023-05-16,6,1143.04,500,1,4,4,144,At Risk
90218,2024-02-08,3,436.90999999999997,232,3,3,3,333,Champions
90219,2024-08-22,2,332.9,36,4,2,3,423,Loyal Customers
90220,2024-03-27,3,709.57,184,3,3,4,334,Champions
90221,2024-09-05,6,437.38,22,4,4,3,443,Champions
90222,2023-11-08,5,732.1700000000001,324,2,4,4,244,At Risk
90224,2024-01-04,4,435.57,267,2,4,3,243,At Risk
90225,2024-07-05,3,840.8599999999999,84,4,3,4,434,Champions
90226,2023-08-30,2,165.5,394,2,2,2,222,Low Engagement
90227,2024-07-20,4,127.89999999999999,69,4,4,2,442,Loyal Customers
90228,2022-11-04,2,456.30999999999995,693,1,2,3,123,High Value At Risk
90229,2024-09-11,5,729.52,16,4,4,4,444,Champions
90230,2024-08-22,2,127.16,36,4,2,2,422,Loyal Customers
90231,2024-07-27,2,64.84,62,4,2,1,421,Loyal Customers
90232,2023-06-24,5,579.69,461,2,4,4,244,At Risk
90233,2024-02-08,4,805.0699999999999,232,3,4,4,344,Champions
90234,2024-07-08,7,735.04,81,4,4,4,444,Champions
90235,2023-07-02,5,426.57,453,2,4,3,243,At Risk
90237,2023-09-06,3,63.15,387,2,3,1,231,At Risk
90238,2024-04-04,2,220.76999999999998,176,3,2,2,322,Loyal Customers
90239,2023-11-23,1,72.65,309,2,1,1,211,Low Engagement
90240,2024-07-13,4,815.61,76,4,4,4,444,Champions
90241,2023-09-12,3,295.54999999999995,381,2,3,3,233,At Risk
90242,2024-07-06,4,83.5,83,4,4,1,441,Loyal Customers
90243,2024-02-07,4,663.78,233,3,4,4,344,Champions
90244,2023-08-12,2,256.08000000000004,412,2,2,2,222,Low Engagement
90245,2024-09-22,5,261.95,5,4,4,2,442,Loyal Customers
90246,2024-06-10,2,145.47,109,3,2,2,322,Loyal Customers
90247,2024-03-17,2,267.25,194,3,2,3,323,Loyal Customers
90248,2023-04-10,3,284.79,536,1,3,3,133,At Risk
90249,2024-09-22,8,948.09,5,4,4,4,444,Champions
90250,2022-05-15,2,318.74,866,1,2,3,123,High Value At Risk
90251,2023-03-02,2,372.15999999999997,575,1,2,3,123,High Value At Risk
90252,2023-10-28,2,62.510000000000005,335,2,2,1,221,Low Engagement
90253,2022-06-26,2,644.4499999999999,824,1,2,4,124,High Value At Risk
90254,2023-12-21,2,278.68,281,2,2,3,223,High Value At Risk
90256,2024-08-15,2,110.99000000000001,43,4,2,1,421,Loyal Customers
90257,2024-01-09,4,555.38,262,2,4,4,244,At Risk
90258,2024-03-15,6,937.87,196,3,4,4,344,Champions
90259,2023-12-26,2,211.23000000000002,276,2,2,2,222,Low Engagement
90260,2023-08-06,2,193.88,418,2,2,2,222,Low Engagement
90261,2022-07-01,2,72.12,819,1,2,1,121,Low Engagement
90262,2024-05-10,4,723.73,140,3,4,4,344,Champions
90263,2024-01-31,1,358.26,240,3,1,3,313,Potential Loyalists
90264,2024-04-06,4,363.51,174,3,4,3,343,Champions
90265,2024-06-09,3,389.15999999999997,110,3,3,3,333,Champions
90266,2024-08-06,2,154.43,52,4,2,2,422,Loyal Customers
90267,2022-12-19,1,1.13,648,1,1,1,111,Low Engagement
90268,2023-07-11,1,47.5,444,2,1,1,211,Low Engagement
90269,2024-01-12,1,18.05,259,2,1,1,211,Low Engagement
90270,2024-06-25,6,459.75,94,4,4,3,443,Champions
90271,2023-07-02,2,309.04,453,2,2,3,223,High Value At Risk
90273,2024-09-19,4,537.62,8,4,4,4,444,Champions
90275,2022-07-26,2,475.33000000000004,794,1,2,4,124,High Value At Risk
90276,2023-04-29,2,111.52000000000001,517,1,2,1,121,Low Engagement
90277,2023-01-10,1,166.12,626,1,1,2,112,Low Engagement
90278,2024-02-16,3,536.89,224,3,3,4,334,Champions
90279,2023-06-11,3,807.13,474,1,3,4,134,At Risk
90280,2023-08-10,1,298.41,414,2,1,3,213,High Value At Risk
90281,2024-08-10,3,499.2,48,4,3,4,434,Champions
90282,2023-10-04,3,218.71,359,2,3,2,232,At Risk
90283,2023-07-20,2,376.49,435,2,2,3,223,High Value At Risk
90284,2024-03-24,2,854.61,187,3,2,4,324,Loyal Customers
90285,2024-08-01,4,510.02,57,4,4,4,444,Champions
90286,2024-09-06,1,249.98,21,4,1,2,412,Developing Customers
90287,2024-06-05,7,881.98,114,3,4,4,344,Champions
90288,2023-09-21,2,75.53,372,2,2,1,221,Low Engagement
90289,2024-01-30,2,146.51,241,3,2,2,322,Loyal Customers
90291,2024-02-18,1,24.97,222,3,1,1,311,Developing Customers
90292,2022-04-07,1,92.62,904,1,1,1,111,Low Engagement
90294,2023-05-13,2,355.84,503,1,2,3,123,High Value At Risk
90295,2024-09-26,2,73.63,1,4,2,1,421,Loyal Customers
90296,2024-02-18,3,198.57,222,3,3,2,332,Loyal Customers
90297,2023-11-07,6,864.99,325,2,4,4,244,At Risk
90298,2024-08-15,3,223.46,43,4,3,2,432,Loyal Customers
90299,2024-03-17,2,173.65,194,3,2,2,322,Loyal Customers
90300,2024-01-14,4,644.87,257,2,4,4,244,At Risk
90301,2022-08-02,2,237.99,787,1,2,2,122,Low Engagement
90302,2023-01-04,2,343.55,632,1,2,3,123,High Value At Risk
90303,2024-01-20,2,141.88,251,2,2,2,222,Low Engagement
90304,2023-06-13,1,42.63,472,1,1,1,111,Low Engagement
90305,2022-06-29,1,149.06,821,1,1,2,112,Low Engagement
90306,2023-05-03,3,320.06,513,1,3,3,133,At Risk
90307,2024-08-28,1,63.91,30,4,1,1,411,Developing Customers
90309,2023-04-19,1,90.91,527,1,1,1,111,Low Engagement
90310,2022-07-10,1,12.24,810,1,1,1,111,Low Engagement
90313,2022-09-20,1,1.13,738,1,1,1,111,Low Engagement
90314,2023-07-22,3,269.24,433,2,3,3,233,At Risk
90315,2024-08-29,1,158.15,29,4,1,2,412,Developing Customers
90316,2022-03-24,1,14.7,918,1,1,1,111,Low Engagement
90317,2022-12-28,3,550.46,639,1,3,4,134,At Risk
90318,2024-04-05,2,194.61,175,3,2,2,322,Loyal Customers
90319,2024-01-04,4,239.84,267,2,4,2,242,At Risk
90320,2024-03-07,3,375.24,204,3,3,3,333,Champions
90321,2022-02-23,2,191.07,947,1,2,2,122,Low Engagement
90322,2024-07-08,8,352.8,81,4,4,3,443,Champions
90323,2024-06-15,2,225.20000000000002,104,4,2,2,422,Loyal Customers
90324,2024-08-25,2,73.45,33,4,2,1,421,Loyal Customers
90325,2023-02-16,3,273.85,589,1,3,3,133,At Risk
90326,2024-02-10,4,456.73,230,3,4,3,343,Champions
90327,2023-09-22,3,471.99,371,2,3,4,234,At Risk
90328,2024-09-05,1,71.48,22,4,1,1,411,Developing Customers
90329,2024-09-12,6,761.12,15,4,4,4,444,Champions
90330,2022-07-09,2,276.95,811,1,2,3,123,High Value At Risk
90331,2023-08-07,3,370.96,417,2,3,3,233,At Risk
90332,2024-05-30,6,589.6899999999999,120,3,4,4,344,Champions
90333,2023-12-07,3,308.21000000000004,295,2,3,3,233,At Risk
90334,2024-05-16,1,66.56,134,3,1,1,311,Developing Customers
90335,2023-07-08,3,156.23,447,2,3,2,232,At Risk
90336,2023-08-23,3,160.03,401,2,3,2,232,At Risk
90337,2023-10-24,4,472.49,339,2,4,4,244,At Risk
90338,2024-01-05,2,506.81,266,2,2,4,224,High Value At Risk
90339,2022-12-14,3,327.71,653,1,3,3,133,At Risk
90340,2023-06-24,4,313.05,461,2,4,3,243,At Risk
90341,2023-05-27,2,290.9,489,1,2,3,123,High Value At Risk
90342,2023-05-31,1,57.3,485,1,1,1,111,Low Engagement
90343,2024-05-08,4,579.7600000000001,142,3,4,4,344,Champions
90344,2023-04-19,3,444.01,527,1,3,3,133,At Risk
90345,2022-04-08,1,78.03,903,1,1,1,111,Low Engagement
90346,2024-09-21,4,570.4,6,4,4,4,444,Champions
90347,2024-09-01,3,154.94,26,4,3,2,432,Loyal Customers
90348,2024-08-17,3,242.34,41,4,3,2,432,Loyal Customers
90349,2024-07-22,2,290.42,67,4,2,3,423,Loyal Customers
90350,2024-08-24,3,358.84000000000003,34,4,3,3,433,Champions
90351,2024-03-16,3,571.13,195,3,3,4,334,Champions
90352,2023-10-20,3,113.92,343,2,3,1,231,At Risk
90353,2023-04-03,4,985.38,543,1,4,4,144,At Risk
90354,2024-06-06,2,109.53999999999999,113,3,2,1,321,Loyal Customers
90355,2022-12-16,2,31.9,651,1,2,1,121,Low Engagement
90356,2024-05-10,2,297.99,140,3,2,3,323,Loyal Customers
90357,2022-12-29,3,243.68,638,1,3,2,132,At Risk
90358,2022-03-20,1,11.44,922,1,1,1,111,Low Engagement
90359,2024-09-23,1,15.05,4,4,1,1,411,Developing Customers
90360,2024-04-24,2,193.7,156,3,2,2,322,Loyal Customers
90361,2024-03-19,1,239.14,192,3,1,2,312,Developing Customers
90363,2024-09-17,4,200.20000000000002,10,4,4,2,442,Loyal Customers
90364,2024-08-31,2,207.13,27,4,2,2,422,Loyal Customers
90365,2023-03-07,2,96.88,570,1,2,1,121,Low Engagement
90366,2024-08-22,2,36.91,36,4,2,1,421,Loyal Customers
90367,2022-07-04,1,51.52,816,1,1,1,111,Low Engagement
90368,2024-04-01,6,571.72,179,3,4,4,344,Champions
90369,2024-08-22,6,418.14,36,4,4,3,443,Champions
90370,2024-01-24,1,230.23,247,2,1,2,212,Low Engagement
90371,2023-11-29,3,319.22,303,2,3,3,233,At Risk
90372,2023-06-26,2,397.28999999999996,459,2,2,3,223,High Value At Risk
90373,2024-03-07,2,21.61,204,3,2,1,321,Loyal Customers
90374,2024-05-13,1,212.34,137,3,1,2,312,Developing Customers
90375,2023-10-30,5,431.02,333,2,4,3,243,At Risk
90376,2023-08-12,2,118.52000000000001,412,2,2,1,221,Low Engagement
90377,2023-12-08,3,186.23,294,2,3,2,232,At Risk
90378,2024-05-01,2,315.04,149,3,2,3,323,Loyal Customers
90379,2024-04-04,4,355.83,176,3,4,3,343,Champions
90380,2023-08-09,3,215.28,415,2,3,2,232,At Risk
90381,2024-07-08,5,837.48,81,4,4,4,444,Champions
90382,2024-02-04,4,310.05,236,3,4,3,343,Champions
90383,2022-07-19,1,630.26,801,1,1,4,114,High Value At Risk
90384,2022-07-05,5,503.78999999999996,815,1,4,4,144,At Risk
90385,2023-09-03,3,284.89,390,2,3,3,233,At Risk
90386,2024-04-07,3,88.97,173,3,3,1,331,Loyal Customers
90387,2023-11-04,3,617.56,328,2,3,4,234,At Risk
90388,2023-08-17,1,10.1,407,2,1,1,211,Low Engagement
90389,2022-02-18,1,95.45,952,1,1,1,111,Low Engagement
90390,2024-09-06,5,542.76,21,4,4,4,444,Champions
90391,2022-10-26,2,286.2,702,1,2,3,123,High Value At Risk
90392,2024-07-22,5,386.29999999999995,67,4,4,3,443,Champions
90393,2024-03-22,5,541.03,189,3,4,4,344,Champions
90394,2024-09-07,2,486.95000000000005,20,4,2,4,424,Loyal Customers
90395,2023-05-18,1,792.06,498,1,1,4,114,High Value At Risk
90396,2024-05-15,1,14.33,135,3,1,1,311,Developing Customers
90398,2024-08-06,4,611.4000000000001,52,4,4,4,444,Champions
90399,2022-06-22,2,327.04,828,1,2,3,123,High Value At Risk
90401,2023-03-07,2,324.25,570,1,2,3,123,High Value At Risk
90402,2023-04-10,2,232.64,536,1,2,2,122,Low Engagement
90403,2023-03-21,1,11.48,556,1,1,1,111,Low Engagement
90404,2023-12-04,3,224.99,298,2,3,2,232,At Risk
90405,2023-07-15,1,137.76,440,2,1,2,212,Low Engagement
90406,2022-08-30,1,51.64,759,1,1,1,111,Low Engagement
90408,2024-01-01,3,175.79,270,2,3,2,232,At Risk
90409,2022-05-08,1,86.26,873,1,1,1,111,Low Engagement
90410,2024-02-27,4,607.93,213,3,4,4,344,Champions
90411,2024-02-16,1,255.62,224,3,1,2,312,Developing Customers
90413,2022-08-17,2,251.18,772,1,2,2,122,Low Engagement
90414,2023-12-27,4,1048.27,275,2,4,4,244,At Risk
90415,2024-08-06,2,516.64,52,4,2,4,424,Loyal Customers
90416,2024-01-05,2,463.95000000000005,266,2,2,4,224,High Value At Risk
90417,2023-08-02,2,255.28,422,2,2,2,222,Low Engagement
90418,2024-01-15,2,367.39,256,2,2,3,223,High Value At Risk
90419,2022-03-27,1,63.48,915,1,1,1,111,Low Engagement
90420,2023-01-31,2,168.37,605,1,2,2,122,Low Engagement
90421,2024-02-06,2,210.98,234,3,2,2,322,Loyal Customers
90422,2024-03-23,3,445.86,188,3,3,3,333,Champions
90423,2022-10-15,2,299.65999999999997,713,1,2,3,123,High Value At Risk
90424,2023-12-07,3,336.98,295,2,3,3,233,At Risk
90425,2023-10-04,3,237.44,359,2,3,2,232,At Risk
90426,2022-09-08,1,148.11,750,1,1,2,112,Low Engagement
90427,2023-07-17,1,0.31,438,2,1,1,211,Low Engagement
90428,2024-02-25,3,412.61,215,3,3,3,333,Champions
90429,2023-02-09,1,227.4,596,1,1,2,112,Low Engagement
90430,2023-07-26,2,133.23,429,2,2,2,222,Low Engagement
90431,2024-09-23,3,347.62,4,4,3,3,433,Champions
90432,2023-01-27,2,518.96,609,1,2,4,124,High Value At Risk
90434,2022-01-30,1,78.42,971,1,1,1,111,Low Engagement
90435,2023-01-22,1,297.4,614,1,1,3,113,High Value At Risk
90436,2024-01-20,2,382.68,251,2,2,3,223,High Value At Risk
90437,2023-11-26,3,482.12,306,2,3,4,234,At Risk
90438,2024-09-16,3,627.84,11,4,3,4,434,Champions
90440,2024-02-02,4,711.77,238,3,4,4,344,Champions
90441,2022-10-18,2,163.70000000000002,710,1,2,2,122,Low Engagement
90442,2024-02-24,2,150.17999999999998,216,3,2,2,322,Loyal Customers
90443,2022-06-24,2,280.53,826,1,2,3,123,High Value At Risk
90444,2022-05-10,1,118.03,871,1,1,1,111,Low Engagement
90445,2024-02-06,1,86.32,234,3,1,1,311,Developing Customers
90446,2024-08-31,6,426.23,27,4,4,3,443,Champions
90447,2023-07-26,5,981.8100000000001,429,2,4,4,244,At Risk
90449,2022-10-24,3,131.5,704,1,3,2,132,At Risk
90450,2024-06-27,4,235.95999999999998,92,4,4,2,442,Loyal Customers
90451,2023-12-12,5,161.98000000000002,290,2,4,2,242,At Risk
90452,2023-06-26,2,71.35,459,2,2,1,221,Low Engagement
90454,2023-08-15,3,101.09,409,2,3,1,231,At Risk
90456,2023-05-21,2,343.51,495,1,2,3,123,High Value At Risk
90457,2022-04-14,1,368.14,897,1,1,3,113,High Value At Risk
90458,2023-10-14,1,12.33,349,2,1,1,211,Low Engagement
90459,2024-02-05,3,527.26,235,3,3,4,334,Champions
90460,2023-10-26,1,24.47,337,2,1,1,211,Low Engagement
90461,2024-06-15,1,25.43,104,4,1,1,411,Developing Customers
90462,2024-07-27,2,73.74,62,4,2,1,421,Loyal Customers
90463,2024-08-18,4,647.03,40,4,4,4,444,Champions
90464,2023-10-13,2,285.17,350,2,2,3,223,High Value At Risk
90465,2023-08-27,2,1060.3700000000001,397,2,2,4,224,High Value At Risk
90466,2023-09-17,5,306.59000000000003,376,2,4,3,243,At Risk
90467,2023-11-15,3,406.0,317,2,3,3,233,At Risk
90468,2023-12-24,1,45.58,278,2,1,1,211,Low Engagement
90469,2024-03-18,1,147.78,193,3,1,2,312,Developing Customers
90470,2023-12-12,3,284.89,290,2,3,3,233,At Risk
90471,2022-06-25,4,458.03000000000003,825,1,4,3,143,At Risk
90472,2023-11-22,2,141.57999999999998,310,2,2,2,222,Low Engagement
90473,2023-09-30,2,245.87,363,2,2,2,222,Low Engagement
90474,2023-07-31,3,348.72,424,2,3,3,233,At Risk
90475,2023-01-27,2,249.75,609,1,2,2,122,Low Engagement
90477,2024-01-10,3,595.51,261,2,3,4,234,At Risk
90478,2024-01-31,2,80.47,240,3,2,1,321,Loyal Customers
90479,2022-08-07,3,205.7,782,1,3,2,132,At Risk
90480,2023-04-11,2,122.85,535,1,2,1,121,Low Engagement
90481,2023-11-02,5,385.06,330,2,4,3,243,At Risk
90482,2024-01-06,3,315.93,265,2,3,3,233,At Risk
90483,2023-08-30,4,633.42,394,2,4,4,244,At Risk
90484,2023-12-05,2,78.07000000000001,297,2,2,1,221,Low Engagement
90485,2024-03-31,3,568.08,180,3,3,4,334,Champions
90486,2024-01-07,3,403.91,264,2,3,3,233,At Risk
90487,2023-04-04,1,36.47,542,1,1,1,111,Low Engagement
90488,2023-06-09,3,712.65,476,1,3,4,134,At Risk
90489,2024-03-31,2,45.04,180,3,2,1,321,Loyal Customers
90490,2024-01-14,2,206.48,257,2,2,2,222,Low Engagement
90491,2023-07-26,3,403.14,429,2,3,3,233,At Risk
90492,2024-08-08,4,718.57,50,4,4,4,444,Champions
90493,2023-09-22,1,7.25,371,2,1,1,211,Low Engagement
90494,2023-04-09,2,123.53999999999999,537,1,2,1,121,Low Engagement
90495,2024-05-18,5,289.19,132,3,4,3,343,Champions
90496,2024-05-22,3,552.46,128,3,3,4,334,Champions
90497,2024-02-18,2,173.09,222,3,2,2,322,Loyal Customers
90498,2023-10-10,3,164.06,353,2,3,2,232,At Risk
90499,2023-02-22,1,124.43,583,1,1,1,111,Low Engagement
90500,2022-07-01,2,89.17999999999999,819,1,2,1,121,Low Engagement
90501,2023-10-03,4,519.24,360,2,4,4,244,At Risk
90502,2023-10-19,1,20.25,344,2,1,1,211,Low Engagement
90503,2024-06-13,2,83.74000000000001,106,3,2,1,321,Loyal Customers
90504,2024-07-16,2,273.53000000000003,73,4,2,3,423,Loyal Customers
90505,2023-09-20,4,1149.04,373,2,4,4,244,At Risk
90506,2022-12-06,2,258.40999999999997,661,1,2,2,122,Low Engagement
90507,2024-09-13,2,247.69,14,4,2,2,422,Loyal Customers
90508,2024-03-22,3,274.18,189,3,3,3,333,Champions
90509,2023-04-08,1,127.59,538,1,1,2,112,Low Engagement
90510,2024-06-03,4,288.19,116,3,4,3,343,Champions
90511,2024-03-09,1,3.35,202,3,1,1,311,Developing Customers
90512,2024-03-03,1,388.33,208,3,1,3,313,Potential Loyalists
90513,2023-08-14,1,9.57,410,2,1,1,211,Low Engagement
90514,2022-10-21,1,142.49,707,1,1,2,112,Low Engagement
90515,2022-10-08,1,205.91,720,1,1,2,112,Low Engagement
90516,2024-07-17,2,199.42000000000002,72,4,2,2,422,Loyal Customers
90517,2024-07-09,2,524.29,80,4,2,4,424,Loyal Customers
90518,2022-01-22,1,70.97,979,1,1,1,111,Low Engagement
90519,2022-08-21,1,72.72,768,1,1,1,111,Low Engagement
90520,2022-10-06,1,6.23,722,1,1,1,111,Low Engagement
90521,2024-05-24,2,69.34,126,3,2,1,321,Loyal Customers
90522,2023-11-26,2,148.20999999999998,306,2,2,2,222,Low Engagement
90523,2023-10-10,2,561.17,353,2,2,4,224,High Value At Risk
90524,2023-08-04,3,474.53999999999996,420,2,3,4,234,At Risk
90525,2024-08-28,4,256.2,30,4,4,2,442,Loyal Customers
90526,2024-05-11,3,309.39,139,3,3,3,333,Champions
90527,2024-02-01,3,179.85,239,3,3,2,332,Loyal Customers
90528,2023-09-21,2,756.48,372,2,2,4,224,High Value At Risk
90529,2022-07-09,3,428.18,811,1,3,3,133,At Risk
90530,2022-09-26,1,26.36,732,1,1,1,111,Low Engagement
90531,2023-02-21,2,243.13,584,1,2,2,122,Low Engagement
90532,2022-01-05,1,137.57,996,1,1,2,112,Low Engagement
90533,2024-08-25,8,952.3100000000001,33,4,4,4,444,Champions
90534,2024-06-24,3,387.15999999999997,95,4,3,3,433,Champions
90535,2024-02-11,2,212.39,229,3,2,2,322,Loyal Customers
90536,2024-03-19,4,170.47,192,3,4,2,342,Loyal Customers
90537,2023-10-25,4,897.37,338,2,4,4,244,At Risk
90538,2024-03-04,6,601.94,207,3,4,4,344,Champions
90539,2023-03-26,1,35.51,551,1,1,1,111,Low Engagement
90540,2024-05-19,2,238.57999999999998,131,3,2,2,322,Loyal Customers
90541,2023-05-15,1,37.15,501,1,1,1,111,Low Engagement
90542,2024-01-04,2,197.73000000000002,267,2,2,2,222,Low Engagement
90543,2024-06-08,1,9.53,111,3,1,1,311,Developing Customers
90545,2024-07-10,3,200.88,79,4,3,2,432,Loyal Customers
90547,2023-03-20,2,184.59,557,1,2,2,122,Low Engagement
90548,2023-04-26,4,764.22,520,1,4,4,144,At Risk
90549,2023-06-21,3,228.97000000000003,464,2,3,2,232,At Risk
90550,2024-07-21,2,561.95,68,4,2,4,424,Loyal Customers
90551,2022-08-21,1,353.65,768,1,1,3,113,High Value At Risk
90552,2024-09-23,2,286.28,4,4,2,3,423,Loyal Customers
90555,2022-05-02,1,61.37,879,1,1,1,111,Low Engagement
90556,2024-04-02,2,185.4,178,3,2,2,322,Loyal Customers
90557,2024-06-26,6,514.78,93,4,4,4,444,Champions
90559,2022-10-15,1,635.39,713,1,1,4,114,High Value At Risk
90560,2022-10-24,2,218.86,704,1,2,2,122,Low Engagement
90561,2024-08-02,2,125.28,56,4,2,1,421,Loyal Customers
90562,2023-03-12,3,306.2,565,1,3,3,133,At Risk
90563,2024-08-07,2,119.85,51,4,2,1,421,Loyal Customers
90564,2022-10-26,3,400.88,702,1,3,3,133,At Risk
90565,2024-05-22,3,601.53,128,3,3,4,334,Champions
90566,2024-05-19,2,215.89000000000001,131,3,2,2,322,Loyal Customers
90567,2022-08-19,1,576.32,770,1,1,4,114,High Value At Risk
90568,2024-06-23,2,295.95,96,4,2,3,423,Loyal Customers
90569,2024-06-19,3,267.77,100,4,3,3,433,Champions
90570,2024-04-07,2,45.47,173,3,2,1,321,Loyal Customers
90571,2024-08-09,4,495.9,49,4,4,4,444,Champions
90572,2024-06-14,3,699.9200000000001,105,3,3,4,334,Champions
90573,2024-05-30,2,374.66999999999996,120,3,2,3,323,Loyal Customers
90574,2024-07-03,3,85.24000000000001,86,4,3,1,431,Loyal Customers
90575,2024-04-03,2,130.47,177,3,2,2,322,Loyal Customers
90576,2022-05-22,2,24.07,859,1,2,1,121,Low Engagement
90577,2023-01-26,1,315.01,610,1,1,3,113,High Value At Risk
90578,2023-11-20,1,49.55,312,2,1,1,211,Low Engagement
90579,2024-04-25,8,678.77,155,3,4,4,344,Champions
90580,2022-03-05,1,75.76,937,1,1,1,111,Low Engagement
90581,2023-10-24,2,95.15,339,2,2,1,221,Low Engagement
90583,2024-04-21,5,341.33,159,3,4,3,343,Champions
90584,2024-09-13,3,822.52,14,4,3,4,434,Champions
90585,2024-08-03,2,250.69,55,4,2,2,422,Loyal Customers
90587,2024-06-16,6,925.08,103,4,4,4,444,Champions
90588,2023-08-12,5,677.68,412,2,4,4,244,At Risk
90589,2023-05-18,3,622.84,498,1,3,4,134,At Risk
90590,2023-05-23,1,61.23,493,1,1,1,111,Low Engagement
90591,2023-12-08,2,107.94,294,2,2,1,221,Low Engagement
90592,2023-03-18,3,632.21,559,1,3,4,134,At Risk
90593,2023-11-16,1,205.9,316,2,1,2,212,Low Engagement
90594,2022-05-15,1,343.53,866,1,1,3,113,High Value At Risk
90595,2024-05-16,6,567.5,134,3,4,4,344,Champions
90596,2023-08-22,1,142.28,402,2,1,2,212,Low Engagement
90597,2023-09-19,4,494.82,374,2,4,4,244,At Risk
90598,2022-05-31,1,71.07,850,1,1,1,111,Low Engagement
90599,2024-09-03,3,493.59999999999997,24,4,3,4,434,Champions
90600,2024-06-27,2,64.54,92,4,2,1,421,Loyal Customers
90601,2024-03-28,5,887.03,183,3,4,4,344,Champions
90602,2024-08-18,3,811.6500000000001,40,4,3,4,434,Champions
90605,2024-04-25,2,60.84,155,3,2,1,321,Loyal Customers
90606,2023-10-24,1,7.85,339,2,1,1,211,Low Engagement
90607,2023-10-03,3,146.65,360,2,3,2,232,At Risk
90608,2022-11-02,1,7.62,695,1,1,1,111,Low Engagement
90609,2023-11-16,3,70.4,316,2,3,1,231,At Risk
90610,2023-05-27,2,170.72,489,1,2,2,122,Low Engagement
90611,2024-07-09,1,173.67,80,4,1,2,412,Developing Customers
90613,2024-01-30,4,173.07999999999998,241,3,4,2,342,Loyal Customers
90614,2023-07-15,1,44.86,440,2,1,1,211,Low Engagement
90615,2022-11-14,1,68.78,683,1,1,1,111,Low Engagement
90616,2024-07-06,5,361.17,83,4,4,3,443,Champions
90618,2022-02-15,1,44.76,955,1,1,1,111,Low Engagement
90619,2024-07-11,4,741.53,78,4,4,4,444,Champions
90620,2023-02-19,2,74.74,586,1,2,1,121,Low Engagement
90621,2024-05-24,3,412.73,126,3,3,3,333,Champions
90622,2023-05-07,1,30.31,509,1,1,1,111,Low Engagement
90623,2024-03-31,4,225.54,180,3,4,2,342,Loyal Customers
90624,2023-12-26,5,342.55,276,2,4,3,243,At Risk
90625,2024-05-23,2,208.85000000000002,127,3,2,2,322,Loyal Customers
90626,2022-06-11,1,140.97,839,1,1,2,112,Low Engagement
90627,2022-03-13,2,38.25,929,1,2,1,121,Low Engagement
90628,2024-02-02,4,221.48,238,3,4,2,342,Loyal Customers
90629,2022-11-21,1,55.25,676,1,1,1,111,Low Engagement
90632,2023-07-05,3,366.47,450,2,3,3,233,At Risk
90634,2022-05-17,1,7.2,864,1,1,1,111,Low Engagement
90635,2022-11-10,1,10.2,687,1,1,1,111,Low Engagement
90636,2023-10-01,4,1573.15,362,2,4,4,244,At Risk
90637,2024-09-24,5,872.74,3,4,4,4,444,Champions
90638,2024-07-08,5,392.61,81,4,4,3,443,Champions
90639,2022-08-24,2,368.84000000000003,765,1,2,3,123,High Value At Risk
90640,2023-10-31,4,813.51,332,2,4,4,244,At Risk
90641,2022-08-11,1,136.56,778,1,1,2,112,Low Engagement
90642,2024-07-20,4,1110.77,69,4,4,4,444,Champions
90643,2024-03-05,2,385.78,206,3,2,3,323,Loyal Customers
90644,2024-02-09,2,56.57,231,3,2,1,321,Loyal Customers
90645,2023-11-01,3,205.6,331,2,3,2,232,At Risk
90646,2024-07-25,2,75.87,64,4,2,1,421,Loyal Customers
90647,2024-05-15,1,232.17,135,3,1,2,312,Developing Customers
90648,2023-11-26,1,175.15,306,2,1,2,212,Low Engagement
90649,2024-02-11,4,355.12,229,3,4,3,343,Champions
90650,2024-09-10,4,368.90999999999997,17,4,4,3,443,Champions
90651,2023-03-17,1,419.18,560,1,1,3,113,High Value At Risk
90652,2022-10-12,1,212.93,716,1,1,2,112,Low Engagement
90653,2024-01-02,2,228.82,269,2,2,2,222,Low Engagement
90654,2024-04-28,4,468.6,152,3,4,4,344,Champions
90655,2023-01-19,2,108.88,617,1,2,1,121,Low Engagement
90656,2024-04-29,3,650.5,151,3,3,4,334,Champions
